Payment date,Supplier Name,Purpose,Department,Amount
17/05/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1473.33
17/05/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1473.33
17/05/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1408.33
17/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1402.61
17/05/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
17/05/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
17/05/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1343.33
17/05/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1308.66
17/05/2023,HOWARTH TIMBER & BUILDING SUPPLIES,Stock - Raw Material,Housing Revenue Account,1290.2
17/05/2023,J.A. STEEL AND SON LTD,Facilities & Management Services,Housing Revenue Account,1267.1
17/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1263.22
17/05/2023,4 PAPER BUILDINGS,Fees Legal External,Assistant Dir Corporate Governance,1250
17/05/2023,CEL VENTURES LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1213.33
17/05/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1213.33
17/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1190.64
17/05/2023,Personal Data Redacted,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1160
17/05/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1148.33
17/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1136.52
17/05/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1115.18
17/05/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1105
17/05/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
17/05/2023,CEL VENTURES LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1048.63
17/05/2023,HARINGEY EDUCATION PARTNERSHIP,School Services,Dedicated Schools Grant Management,1000
17/05/2023,Personal Data Redacted,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1000
17/05/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,986
17/05/2023,J.A. STEEL AND SON LTD,Priv - Contractor,Housing Revenue Account,949
17/05/2023,Personal Data Redacted,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",934.78
17/05/2023,CARE 4 U LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",932
17/05/2023,TLT LLP,Specialist Support,Assistant Dir Corporate Governance,927.01
17/05/2023,J.A. STEEL AND SON LTD,Priv - Contractor,Housing Revenue Account,913
17/05/2023,ADCS LTD,Training & Conferences,Dir of Children's Services,893
17/05/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",888.33
17/05/2023,Personal Data Redacted,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",874.56
17/05/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",838.76
17/05/2023,J.A. STEEL AND SON LTD,Priv - Contractor,Housing Revenue Account,804
17/05/2023,HENDERSON CHAMBERS,Fees Legal External,Assistant Dir Corporate Governance,787.5
17/05/2023,4 PAPER BUILDINGS,Fees Legal External,Assistant Dir Corporate Governance,750
17/05/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,748
17/05/2023,CARTER BROWN - THE EXPERT SERVICE L,Disbursements,Assistant Dir Corporate Governance,731.25
17/05/2023,NEW COURT CHAMBERS,Fees Legal External,Assistant Dir Corporate Governance,730
17/05/2023,1KBW CHAMBERS,Fees Legal External,Assistant Dir Corporate Governance,675
17/05/2023,JP HEALTHWISE LIMITED,Disbursements,Assistant Dir Corporate Governance,670
17/05/2023,CORAM CHAMBERS,Fees Legal External,Assistant Dir Corporate Governance,650
17/05/2023,FIELD COURT CHAMBERS,Fees Legal External,Assistant Dir Corporate Governance,650
17/05/2023,Personal Data Redacted,Disbursements,Assistant Dir Corporate Governance,648
17/05/2023,Personal Data Redacted,Organised Activities,"Dir of Adults, Health & Communities",610.8
17/05/2023,Personal Data Redacted,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",600.93
17/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",577.5
17/05/2023,FAGO SERVICES LTD,"Advice, Advocacy & Counselling Services","Dir of Adults, Health & Communities",513.95
17/05/2023,39 ESSEX CHAMBERS,Fees Legal External,Assistant Dir Corporate Governance,500
17/05/2023,Personal Data Redacted,Disbursements,Assistant Dir Corporate Governance,486
17/05/2023,Resources for Autism,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",480
17/05/2023,VERITY HEALTHCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",439.11
17/05/2023,FIELD COURT CHAMBERS,Fees Legal External,Assistant Dir Corporate Governance,425
17/05/2023,J.A. STEEL AND SON LTD,Priv - Contractor,Housing Revenue Account,423
17/05/2023,AMES GLASS LTD,"Material - Purch,Rep",Housing Revenue Account,413.34
17/05/2023,CARTER BROWN - THE EXPERT SERVICE L,Disbursements,Assistant Dir Corporate Governance,391
17/05/2023,Walker Management Limited,Property Management,Dir of Finance,362.4
17/05/2023,Personal Data Redacted,Vol Sec - Add Supp,Dedicated Schools Grant Management,360
17/05/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",336
17/05/2023,PRESCOTT THOMAS LTD,School Meals Service,Dir of Children's Services,321.68
17/05/2023,Personal Data Redacted,Vol Sec - Add Supp,Dedicated Schools Grant Management,315
17/05/2023,CLIFFORD DEVLIN LTD,Pay Cntrctor-Aqu L&B,Dir of Finance,290.2
17/05/2023,PRESCOTT THOMAS LTD,School Meals Service,Dir of Children's Services,285.01
17/05/2023,PRESCOTT THOMAS LTD,School Meals Service,Dir of Children's Services,277.31
17/05/2023,BRITISH GAS BUSINESS,Energy - Gas,Dir of Placemaking & Housing,276.57
17/05/2023,TRAVIS PERKINS TRADING CO LTD,Stock - Raw Material,Housing Revenue Account,255
17/05/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,245
17/05/2023,ALPHA BIOLABORATORIES LIMITED,Disbursements,Assistant Dir Corporate Governance,233.94
17/05/2023,BLISS CARE AND TRAINING LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",232.5
17/05/2023,OPUS ENERGY LTD,Energy - Electric,"Dir of Adults, Health & Communities",217.18
17/05/2023,BETA DISTRIB (SOUTH) LTD T/A,Printing - Internal,"Dir of  Culture, Strategy & Engagement",200
17/05/2023,Resources for Autism,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",200
17/05/2023,Lordchem Ltd,Public Health,"Dir of Adults, Health & Communities",178.45
17/05/2023,TLT LLP,Specialist Support,Assistant Dir Corporate Governance,170
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,170
17/05/2023,BETA DISTRIB (SOUTH) LTD T/A,Mailing,"Dir of  Culture, Strategy & Engagement",150
17/05/2023,BETA DISTRIB (SOUTH) LTD T/A,Mailing,"Dir of  Culture, Strategy & Engagement",150
17/05/2023,Personal Data Redacted,Priv - Res Long,"Dir of Adults, Health & Communities",150
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,136
17/05/2023,RAVENTREE LTD,"Material - Purch,Rep",Housing Revenue Account,129.19
17/05/2023,TRAVIS PERKINS TRADING CO LTD,Stock - Raw Material,Housing Revenue Account,127.5
17/05/2023,Lordchem Ltd,Public Health,"Dir of Adults, Health & Communities",126.85
17/05/2023,TLT LLP,Specialist Support,Assistant Dir Corporate Governance,102
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,102
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,102
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,102
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,102
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,102
17/05/2023,Lordchem Ltd,Public Health,"Dir of Adults, Health & Communities",92.8
17/05/2023,Lordchem Ltd,Public Health,"Dir of Adults, Health & Communities",92.8
17/05/2023,RENTOKIL INITIAL SERVICES LIMITED,Washroom Sanitation Service,Dir of Children's Services,88.98
17/05/2023,CLOC LTD,Mailing,"Dir of  Culture, Strategy & Engagement",85.75
17/05/2023,REVISECATCH LIMITED T/A ECOURIER,Couriers,Assistant Dir Corporate Governance,83.18
17/05/2023,HOWARTH TIMBER & BUILDING SUPPLIES,Stock - Raw Material,Housing Revenue Account,73.71
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,68
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,68
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,68
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,68
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,68
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,68
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,68
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,68
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,68
17/05/2023,WILLIAM WHITE MEATS LTD,Meat & Frozen food,Dir of Children's Services,66.5
17/05/2023,WILLIAM WHITE MEATS LTD,Food & Beverages,Dir of Children's Services,65.15
17/05/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,65
17/05/2023,ROYAL MAIL GROUP PLC,Postage,"Dir of  Culture, Strategy & Engagement",58.08
17/05/2023,WOLFESTONE TRANSLATION LTD,Disbursements,Assistant Dir Corporate Governance,56.64
17/05/2023,WILLIAM WHITE MEATS LTD,Food & Beverages,Dir of Children's Services,49.2
17/05/2023,WILLIAM WHITE MEATS LTD,Meat & Frozen food,Dir of Children's Services,43.05
17/05/2023,AMES GLASS LTD,"Material - Purch,Rep",Housing Revenue Account,35.64
17/05/2023,TOUCAN TOOL COMPANY LTD,Stock - Raw Material,Housing Revenue Account,35
17/05/2023,Lordchem Ltd,Public Health,"Dir of Adults, Health & Communities",34.05
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,34
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,34
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,34
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,34
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,34
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,34
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,34
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,34
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,34
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,34
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,34
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,34
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,34
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,34
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,34
17/05/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,29
17/05/2023,BOC LIMITED,Supply,Dir of Environment & Resident Experience,25
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,24
17/05/2023,YESSS (A) ELECTRICAL LTD,"Material - Purch,Rep",Housing Revenue Account,20
17/05/2023,VERITY HEALTHCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",17.22
17/05/2023,PRESCOTT THOMAS LTD,School Meals Service,Dir of Children's Services,16.8
17/05/2023,YESSS (A) ELECTRICAL LTD,"Material - Purch,Rep",Housing Revenue Account,11.2
17/05/2023,YESSS (A) ELECTRICAL LTD,"Material - Purch,Rep",Housing Revenue Account,3.82
17/05/2023,BIBLIOTHECA LTD,IT Serv Libraries,"Dir of  Culture, Strategy & Engagement",-0.1
17/05/2023,MICROSOFT LIMITED,IT Serv Infrastruct,"Dir of  Culture, Strategy & Engagement",-45.66
17/05/2023,TRAVIS PERKINS TRADING CO LTD,Stock Control,Housing Revenue Account,-50.4
17/05/2023,Personal Data Redacted,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-100.04
17/05/2023,Personal Data Redacted,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-138.48
17/05/2023,Personal Data Redacted,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-192.92
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,-497.1
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,-612
17/05/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,-850
17/05/2023,PREMIER PEOPLE SOLUTIONS LTD,Training & Conferences,"Dir of  Culture, Strategy & Engagement",-990
17/05/2023,CARTER BROWN - THE EXPERT SERVICE L,Disbursements,Assistant Dir Corporate Governance,-1106
17/05/2023,WSP UK Ltd,PayContractr Infrast,Dir of Finance,-1150
17/05/2023,J.A. STEEL AND SON LTD,Priv - Contractor,Housing Revenue Account,-3089
17/05/2023,MICROSOFT LIMITED,IT Serv Infrastruct,"Dir of  Culture, Strategy & Engagement",-91914.42
17/05/2023,MICROSOFT LIMITED,Services,"Dir of  Culture, Strategy & Engagement",-158394.42
18/05/2023,Liquidlogic Ltd,Services,Dir of Finance,309943.41
18/05/2023,VIRGIN MEDIA PAYMENTS LIMITED,Telecommunications,"Dir of  Culture, Strategy & Engagement",125334.49
18/05/2023,MAGICARE LTD,Priv - Res Long,"Dir of Adults, Health & Communities",66476.03
18/05/2023,OAK HOUSE CHILDREN'S HOME LTD,Priv - Res Long,Dir of Children's Services,58320
18/05/2023,The Bridge Renewal trust,Community Based Services,Dir of Children's Services,55704
18/05/2023,TEMP-ACCOM,R&M - Handbacks,"Dir of Adults, Health & Communities",54500
18/05/2023,MICROSOFT LIMITED,Services,"Dir of  Culture, Strategy & Engagement",51636.58
18/05/2023,MAGICARE LTD,Nursing & Residential Care Homes,"Dir of Adults, Health & Communities",46467.9
18/05/2023,BROWNLOW ENTERPRISES LTD TA VENTRY,Priv - Res Long,"Dir of Adults, Health & Communities",46045
18/05/2023,BUPA CARE HOMES (ANS) LTD,Priv - Res Long,"Dir of Adults, Health & Communities",45545.95
18/05/2023,SPRINGDENE NURSING & CARE HOMES LTD,Priv - Res Long,"Dir of Adults, Health & Communities",40800
18/05/2023,VENTRY RESIDENTIAL CARE LTD,Priv - Res Long,"Dir of Adults, Health & Communities",38415.84
18/05/2023,MAGICARE LTD,Nursing & Residential Care Homes,"Dir of Adults, Health & Communities",38090.16
18/05/2023,AMBER CONSTRUCTION SERVICES LTD,Buildings,Dir of Finance,37871.43
18/05/2023,DMP HEALTHCARE HEATHERBROOK LTD,Priv - Res Long,"Dir of Adults, Health & Communities",37659.48
18/05/2023,TWINGLOBE CARE LTD,Priv - Res Long,"Dir of Adults, Health & Communities",36657.32
18/05/2023,FAITHORN FARRELL TIMMS,Buildings,Dir of Finance,35503.51
18/05/2023,SENSE,Priv - Res Long,"Dir of Adults, Health & Communities",34376.76
18/05/2023,CARE UK COMMUNITY PARTNERSHIPS LTD,Priv - Res Long,"Dir of Adults, Health & Communities",32886.72
18/05/2023,QUINN (LONDON) LTD,"Works - Construction, Repair & Maintenance",Dir of Finance,32228.54
18/05/2023,RockSolid 247 Limited,SS Children- DayCare,Dir of Children's Services,30620.65
18/05/2023,VIRGIN MEDIA LTD,Telecommunications,Dir of Finance,29739.43
18/05/2023,FOUR SEASONS 2000 LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",26650
18/05/2023,MULLINVAM LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",26416.16
18/05/2023,NORWOOD SCHOOLS LTD,Priv - Res Long,"Dir of Adults, Health & Communities",24296.2
18/05/2023,ASPRAY HOUSE LTD,Priv - Res Long,"Dir of Adults, Health & Communities",22222.16
18/05/2023,FAITHORN FARRELL TIMMS,Buildings,Dir of Finance,22163.1
18/05/2023,PATERNOSTER HOUSE CARE CENTRE,Priv - Res Long,"Dir of Adults, Health & Communities",21549.76
18/05/2023,ABBEY RAVENSCROFT PARK LTD,Priv - Res Long,"Dir of Adults, Health & Communities",21030.4
18/05/2023,FAITHORN FARRELL TIMMS,Buildings,Dir of Finance,20276.31
18/05/2023,ACHIEVE TOGETHER LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",19734.2
18/05/2023,LUKKA CARE HOMES (2010) LTD,Priv - Res Long,"Dir of Adults, Health & Communities",18176.32
18/05/2023,SEQUENCE CARE LTD,Priv - Res Long,"Dir of Adults, Health & Communities",17596.72
18/05/2023,BIBLIOTHECA LTD,Library Services,"Dir of  Culture, Strategy & Engagement",17375
18/05/2023,SANDHURST LODGE LTD,Priv - Res Long,"Dir of Adults, Health & Communities",14600
18/05/2023,MAGICARE LTD,Priv - Res Long,"Dir of Adults, Health & Communities",14218.16
18/05/2023,RockSolid 247 Limited,SS Children- DayCare,Dir of Children's Services,13797.86
18/05/2023,BARCHESTER HEALTHCARE HOMES TA WILS,Priv - Res Long,"Dir of Adults, Health & Communities",13600
18/05/2023,GABLE COURT NH LTD,Priv - Res Long,"Dir of Adults, Health & Communities",12723.12
18/05/2023,FAITHORN FARRELL TIMMS,Buildings,Dir of Finance,12502.17
18/05/2023,BARCHESTER HEALTHCARE  LTD,Priv - Res Long,"Dir of Adults, Health & Communities",11717.76
18/05/2023,COMPENSATE,Exp - Compensation,Housing Revenue Account,11462
18/05/2023,LITTLE SISTERS OF THE POOR,Priv - Res Long,"Dir of Adults, Health & Communities",11437.76
18/05/2023,KIND DIAMOND BUILD CONSORT,Priv - Sub Contract,Housing Revenue Account,11195.34
18/05/2023,SOUTHGATE BEAUMOUNT CARE COMMUNITY,Priv - Res Long,"Dir of Adults, Health & Communities",10852.48
18/05/2023,NEW CENTURY CARE (FINCHLEY) LTD,Priv - Res Long,"Dir of Adults, Health & Communities",10750.4
18/05/2023,GRANTS,PayContractor-NCCR,Dir of Finance,10750
18/05/2023,PJ CARE LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",10600.24
18/05/2023,SALUTEM LD BIDCO IV LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",10293.36
18/05/2023,PROGRESS HOUSING LTD,Priv - Res Long,"Dir of Adults, Health & Communities",10103.04
18/05/2023,PROJECT CENTRE LTD,Technical & Feasibility,Dir of Finance,10099.83
18/05/2023,BUPA CARE HOMES (GL) LTD,Priv - Res Long,"Dir of Adults, Health & Communities",9717.76
18/05/2023,16 TO 21 PROJECT LTD,Priv - Res Long,"Dir of Adults, Health & Communities",9300
18/05/2023,COMPENSATE,Exp - Compensation,Housing Revenue Account,9200
18/05/2023,CAPITA BUSINESS SERVICES LTD,Telecommunications,"Dir of  Culture, Strategy & Engagement",8943.86
18/05/2023,ASH COURT COMMUNITY LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",8774.72
18/05/2023,NISACRAFT LTD,Priv - Res Long,"Dir of Adults, Health & Communities",8512
18/05/2023,VIRGIN MEDIA LTD,Services,"Dir of  Culture, Strategy & Engagement",8503.21
18/05/2023,LANSGLADE HOMES LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",8312.86
18/05/2023,LANCAM CARE SERVICES LTD - ALBANY P,Priv - Res Long,"Dir of Adults, Health & Communities",7960.8
18/05/2023,BRAMLEY HEALTH LTD,Priv - Res Long,"Dir of Adults, Health & Communities",7800
18/05/2023,ACORN LODGE CARE HOME,Priv - Res Long,"Dir of Adults, Health & Communities",7787.2
18/05/2023,RESIDENTIAL CARE PROVIDERS LTD,Priv - Res Long,"Dir of Adults, Health & Communities",7784.84
18/05/2023,ABI DEVELOPMENTS 3 LTD TA 1 SEWARDS,Priv - Res Long,"Dir of Adults, Health & Communities",7549.76
18/05/2023,Personal Data Redacted,Priv - Res Long,"Dir of Adults, Health & Communities",7484
18/05/2023,METHODIST HOMES FOR THE AGED,Priv - Res Long,"Dir of Adults, Health & Communities",7440
18/05/2023,THE CONIFERS HEALTHCARE LTD,Priv - Res Long,"Dir of Adults, Health & Communities",7225.52
18/05/2023,TEMP-ACCOM,Prem - Rents,"Dir of Adults, Health & Communities",7200
18/05/2023,Personal Data Redacted,Organised Activities,Dir of Children's Services,7000
18/05/2023,ST LUCY LODGE,Priv - Res Long,"Dir of Adults, Health & Communities",6970
18/05/2023,PRIORY GROUP LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",6783.16
18/05/2023,KARUNA MANOR CARE HOME,Priv - Res Long,"Dir of Adults, Health & Communities",6565.12
