Payment date,Supplier Name,Purpose,Department,Amount
09/10/2023,Ulverscroft Limited,Education,"Dir of  Culture, Strategy & Engagement",152.46
09/10/2023,Ulverscroft Limited,Education,"Dir of  Culture, Strategy & Engagement",152.46
09/10/2023,Ulverscroft Limited,Education,"Dir of  Culture, Strategy & Engagement",152.46
09/10/2023,Ulverscroft Limited,Education,"Dir of  Culture, Strategy & Engagement",152.46
09/10/2023,Ulverscroft Limited,Education,"Dir of  Culture, Strategy & Engagement",152.46
09/10/2023,Ulverscroft Limited,Education,"Dir of  Culture, Strategy & Engagement",152.46
09/10/2023,Ulverscroft Limited,Education,"Dir of  Culture, Strategy & Engagement",152.46
09/10/2023,Ulverscroft Limited,Education,"Dir of  Culture, Strategy & Engagement",152.46
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,107.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,107.5
09/10/2023,CLEARCALL 2000 LIMITED,Information Communication Technology,Dir of Children's Services,94.14
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,92.5
09/10/2023,Ulverscroft Limited,Education,"Dir of  Culture, Strategy & Engagement",91.76
09/10/2023,Ulverscroft Limited,Education,"Dir of  Culture, Strategy & Engagement",91.76
09/10/2023,Ulverscroft Limited,Education,"Dir of  Culture, Strategy & Engagement",91.76
09/10/2023,Ulverscroft Limited,Education,"Dir of  Culture, Strategy & Engagement",91.76
09/10/2023,Ulverscroft Limited,Education,"Dir of  Culture, Strategy & Engagement",91.76
09/10/2023,Ulverscroft Limited,Education,"Dir of  Culture, Strategy & Engagement",91.76
09/10/2023,PERSONNEL HYGIENE SERVICES LTD,Cleaning & Janitorial,"Dir of Adults, Health & Communities",84.5
09/10/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,79.08
09/10/2023,J.A. STEEL AND SON LTD,Facilities & Management Services,Housing Revenue Account,68
09/10/2023,PERSONNEL HYGIENE SERVICES LTD,Cleaning & Janitorial,"Dir of Adults, Health & Communities",66.5
09/10/2023,BT PAYMENT SERVICES LTD,Telephones - Rental,Housing Revenue Account,66.47
09/10/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",64.69
09/10/2023,GetFix LTD,Building Construction Materials,Dir of Children's Services,62.5
09/10/2023,ANGLIAN WATER BUSINESS NATIONAL,Prem - Water Rates,Dir of Environment & Resident Experience,59.83
09/10/2023,JUST DISPLAYS LTD,Printing - Internal,"Dir of  Culture, Strategy & Engagement",57
09/10/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",49.2
09/10/2023,PROTECTIVE WEAR SUPPLIES LTD T/A PW,Equip - Safety,Housing Revenue Account,39.11
09/10/2023,J.A. STEEL AND SON LTD,Facilities & Management Services,Housing Revenue Account,34
09/10/2023,J.A. STEEL AND SON LTD,Facilities & Management Services,Housing Revenue Account,34
09/10/2023,J.A. STEEL AND SON LTD,Facilities & Management Services,Housing Revenue Account,34
09/10/2023,PERSONNEL HYGIENE SERVICES LTD,Cleaning & Janitorial,"Dir of Adults, Health & Communities",30.26
09/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,27.5
09/10/2023,BT PAYMENT SERVICES LTD,Telephones - Rental,Housing Revenue Account,25.93
09/10/2023,PERSONNEL HYGIENE SERVICES LTD,Prem - Clean Ext Prv,"Dir of Adults, Health & Communities",1.08
09/10/2023,CARERS FIRST,Grant - Vol Org Run,"Dir of Adults, Health & Communities",0.01
09/10/2023,FINDEL EDUCATION LTD,Resources - Learning,Dir of Children's Services,-5.98
09/10/2023,BT PAYMENT SERVICES LTD,Telephones - Rental,Housing Revenue Account,-71.76
09/10/2023,AMFM Ltd,Priv - Contractor,Dir of Children's Services,-335.76
09/10/2023,PERSONNEL HYGIENE SERVICES LTD,Cleaning & Janitorial,"Dir of Adults, Health & Communities",-1612.34
10/10/2023,Middleton Murray Infrastructure,Building Construction Materials,Dir of Finance,79650
10/10/2023,MAGICARE LTD,Priv - Res Long,"Dir of Adults, Health & Communities",56671.42
10/10/2023,GRANT PAYMENTS,Buss Imprment Levy,Dir of Finance,54893.79
10/10/2023,MAGICARE LTD,Priv - Res Long,"Dir of Adults, Health & Communities",53664.98
10/10/2023,THE CEDARS HEALTHCARE MIDLANDS LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",36362.09
10/10/2023,KAAMIL EDUCATION LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",30073.89
10/10/2023,H2O NATIONWIDE LTD,Priv - Sub Contract,Housing Revenue Account,28962
10/10/2023,FLEXSERVE UK LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",24533.6
10/10/2023,CAMDEN SOCIETY,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",22449.08
10/10/2023,VERITY HEALTHCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",15642.92
10/10/2023,HAIL LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",14587.12
10/10/2023,DCAS DIRECT PERSONNEL LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",13429.8
10/10/2023,Consarc Consulting Architects Ltd,"Works - Construction, Repair & Maintenance",Dir of Finance,12192.5
10/10/2023,Drive Forward Foundation,Consultancy,Dir of Placemaking & Housing,11955.5
10/10/2023,CORE OUTREACH & CARE SERVICES UK LT,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",11246.77
10/10/2023,NORTHGATE VEHICLE HIRE LTD,Vehicle Management,Housing Revenue Account,10884.94
10/10/2023,Hoylander Ltd,Consultancy,Dir of Children's Services,9999
10/10/2023,One Decision Contractors Ltd,"Works - Construction, Repair & Maintenance",Dir of Finance,9500
10/10/2023,One Decision Contractors Ltd,"Works - Construction, Repair & Maintenance",Dir of Finance,8550
10/10/2023,MCCLOY CONSULTING LIMITED,Consultancy,Dir of Finance,8450
10/10/2023,AN CONTRACT SERVICES LTD,"Works - Construction, Repair & Maintenance",Dir of Children's Services,8413.25
10/10/2023,Montagu Evans LLP,Human Resources,Dir of Placemaking & Housing,8100
10/10/2023,YESSS (A) ELECTRICAL LTD,Stock - Raw Material,Housing Revenue Account,8098.6
10/10/2023,Jackson's Hub Ltd,Cemetery & Crematorium,Assistant Dir Corporate Governance,7950
10/10/2023,To The Whistle Ltd,Arts & Leisure Services,Dir of Environment & Resident Experience,7500
10/10/2023,XEROX (UK) LTD,Information Communication Technology,"Dir of  Culture, Strategy & Engagement",7333.43
10/10/2023,WYNNE-WILLIAMS ASSOCIATES LTD,"Works - Construction, Repair & Maintenance",Dir of Finance,7257.38
10/10/2023,CAPITA BUSINESS SERVICES LTD,Information Communication Technology,"Dir of  Culture, Strategy & Engagement",7187.57
10/10/2023,FILEY CARE AND SUPPORT LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",7000
10/10/2023,E-Tech Security Limited,Facilities & Management Services,"Dir of Adults, Health & Communities",6902
10/10/2023,K &T HEATING SERVICES LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,6900.63
10/10/2023,FRANKHAM CONSULTANCY GROUP LTD,"Works - Construction, Repair & Maintenance",Dir of Finance,6890
10/10/2023,Consarc Consulting Architects Ltd,"Works - Construction, Repair & Maintenance",Dir of Finance,6681.88
10/10/2023,ACTION STARTER LIMITED,Information Communication Technology,"Dir of Adults, Health & Communities",5597.76
10/10/2023,FRANCIS TAYLOR BUILDING,Fees Legal External,Assistant Dir Corporate Governance,5525
10/10/2023,JOHN ROWAN AND PARTNERS LLP,"Works - Construction, Repair & Maintenance",Dir of Finance,5365.49
10/10/2023,ACCESS UK LTD T/A ADAM,Public Transport,Dir of Children's Services,5187
10/10/2023,JMAC SOLUTIONS (SERVICES) LTD,Arts & Leisure Services,Dir of Environment & Resident Experience,5125
10/10/2023,VERITY HEALTHCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",5006.93
10/10/2023,Emerald Contracts Ltd,"Works - Construction, Repair & Maintenance",Housing Revenue Account,4995
10/10/2023,STOR-A-FILE LTD,Document Archiving,Dir of Children's Services,4718.53
10/10/2023,CORNERSTONE BARRISTERS,Fees Legal External,Assistant Dir Corporate Governance,4500
10/10/2023,STOR-A-FILE LTD,Document Archiving,Assistant Dir Corporate Governance,4481.42
10/10/2023,The Muswell Hill Preschool Limited,Education,Dedicated Schools Grant Management,4359.15
10/10/2023,WYNNE-WILLIAMS ASSOCIATES LTD,"Works - Construction, Repair & Maintenance",Dir of Finance,4354.42
10/10/2023,PERSONNEL HYGIENE SERVICES LTD,Cleaning & Janitorial,"Dir of Adults, Health & Communities",4053.32
10/10/2023,PERSONNEL HYGIENE SERVICES LTD,Cleaning & Janitorial,"Dir of Adults, Health & Communities",3689.04
10/10/2023,Planning Potential Ltd,"Works - Construction, Repair & Maintenance",Dir of Finance,3507.62
10/10/2023,Jackson's Hub Ltd,Cemetery & Crematorium,Assistant Dir Corporate Governance,3400
10/10/2023,TRANSITION AND LATERLIFE MATTER LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",3287.76
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,3187.13
10/10/2023,Kainos Software Limited,Information Communication Technology,Dir of Environment & Resident Experience,3125
10/10/2023,Planning Potential Ltd,"Works - Construction, Repair & Maintenance",Dir of Finance,3000
10/10/2023,Pennington Choices Limited,"Works - Construction, Repair & Maintenance",Housing Revenue Account,2968.75
10/10/2023,STOR-A-FILE LTD,Document Archiving,Housing Revenue Account,2580.61
10/10/2023,WILKS HEAD AND EVE,Consultancy,Dir of Placemaking & Housing,2500
10/10/2023,CAN DIGITAL SOLUTIONS LIMITED,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",2500
10/10/2023,STOR-A-FILE LTD,Document Archiving,Dir of Placemaking & Housing,2473.9
10/10/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",2412
10/10/2023,STOR-A-FILE LTD,Document Archiving,"Dir of Adults, Health & Communities",2347.33
10/10/2023,SPS UK&I LIMITED,Information Communication Technology,"Dir of  Culture, Strategy & Engagement",2301.52
10/10/2023,Metis Consultants Limted,Environmental Services,Dir of Environment & Resident Experience,2297
10/10/2023,Pennington Choices Limited,"Works - Construction, Repair & Maintenance",Housing Revenue Account,2256.25
10/10/2023,JOHN ROWAN AND PARTNERS LLP,"Works - Construction, Repair & Maintenance",Dir of Placemaking & Housing,1890
10/10/2023,ACORN VILLAGES LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1863.68
10/10/2023,PERSONNEL HYGIENE SERVICES LTD,Cleaning & Janitorial,"Dir of Adults, Health & Communities",1834.56
10/10/2023,TLT LLP,Legal Services,Assistant Dir Corporate Governance,1829
10/10/2023,STOR-A-FILE LTD,Document Archiving,Dir of Environment & Resident Experience,1784.58
10/10/2023,TRAVIS PERKINS TRADING CO LTD,Stock - Raw Material,Housing Revenue Account,1737.6
10/10/2023,MEDILINK CONSULTING LTD,Environmental Services,Assistant Dir Corporate Governance,1725
10/10/2023,Restore Harrow Green,Facilities & Management Services,Dir of Environment & Resident Experience,1682
10/10/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
10/10/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
10/10/2023,Vivid Resourcing,Legal Services,Assistant Dir Corporate Governance,1620
10/10/2023,JOHN ROWAN AND PARTNERS LLP,"Works - Construction, Repair & Maintenance",Dir of Placemaking & Housing,1561.87
10/10/2023,STATEBOND LTD T/A HORNSEY AGENCIES,Prem - Leasing,"Dir of Adults, Health & Communities",1473.33
10/10/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1404
10/10/2023,MEDILINK CONSULTING LTD,Environmental Services,Assistant Dir Corporate Governance,1380
10/10/2023,MASTERFIELD PROPERTIES LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1365
10/10/2023,MASTERFIELD PROPERTIES LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1365
10/10/2023,MASTERFIELD PROPERTIES LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1365
10/10/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
10/10/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
10/10/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1347.66
10/10/2023,UKAC LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1300
10/10/2023,Planning Potential Ltd,"Works - Construction, Repair & Maintenance",Dir of Finance,1250
10/10/2023,MASTERFIELD PROPERTIES LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1215.02
10/10/2023,ORANGE STONE MANAGEMENT LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1105
10/10/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
10/10/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1048.66
10/10/2023,YESSS (A) ELECTRICAL LTD,Stock - Raw Material,Housing Revenue Account,1011.4
10/10/2023,ALLPAY LTD CHILDREN AND FAMILY,Subsist - SS Clients,Dir of Children's Services,1005.4
10/10/2023,MONITEYE LIMITED,Consultancy,Dir of Finance,1000
10/10/2023,STOR-A-FILE LTD,Document Archiving,Dir of Finance,961.04
10/10/2023,MASTERFIELD PROPERTIES LTD,Prem - Leasing,"Dir of Adults, Health & Communities",866.58
10/10/2023,MASTERFIELD PROPERTIES LTD,Prem - Leasing,"Dir of Adults, Health & Communities",866.58
10/10/2023,STOR-A-FILE LTD,Document Archiving,"Dir of  Culture, Strategy & Engagement",860.9
10/10/2023,BUNZL UK LTD t/a GREENHAM,Stock - Raw Material,Housing Revenue Account,853.39
10/10/2023,Planning Potential Ltd,"Works - Construction, Repair & Maintenance",Dir of Finance,850
10/10/2023,UNICARE LONDON LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",833
10/10/2023,ACORN VILLAGES LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",829.44
10/10/2023,THE CAMPHILL VILLAGE TRUST,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",692.84
10/10/2023,THE CAMPHILL VILLAGE TRUST,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",692.84
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,682.62
10/10/2023,THE CEDARS HEALTHCARE MIDLANDS LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",657.65
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,652.07
10/10/2023,Indian Bookshelf T/A Star Books,Education,"Dir of  Culture, Strategy & Engagement",637.79
10/10/2023,KENT COUNTY COUNCIL,Priv - Contractor,Dir of Children's Services,630.41
10/10/2023,ONE TIME,Fees - Consultant,Assistant Dir Corporate Governance,595.9
10/10/2023,ESSKAY FACILITIES MANAGEMENT LIMITE,Cleaning & Janitorial,Housing Revenue Account,588
10/10/2023,ATHENA HOUSING AND SUPPORT LIMITED,Priv - Contractor,Dir of Children's Services,565
10/10/2023,TLT LLP,Legal Services,Assistant Dir Corporate Governance,538
10/10/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,497.5
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,497
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,478.72
10/10/2023,DCAS DIRECT PERSONNEL LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",472
10/10/2023,DCAS DIRECT PERSONNEL LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",448
10/10/2023,VIGILANT SECURITY SYSTEMS LIMITED,Priv - Sub Contract,Housing Revenue Account,425
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,400.22
10/10/2023,QUALIFIED CARE RESIDENTS SERVICES L,Priv - Contractor,Dir of Children's Services,400
10/10/2023,PROTECTIVE WEAR SUPPLIES LTD T/A PW,Stock - Raw Material,Housing Revenue Account,400
10/10/2023,Restore Harrow Green,Facilities & Management Services,Dir of Placemaking & Housing,384.8
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,341.32
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,341.32
10/10/2023,Indian Bookshelf T/A Star Books,Education,"Dir of  Culture, Strategy & Engagement",325.82
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,320
10/10/2023,Signway Supplies (Datchet) Ltd,Street & Traffic Management,Dir of Environment & Resident Experience,300
10/10/2023,HOWARTH TIMBER & BUILDING SUPPLIES,Stock - Raw Material,Housing Revenue Account,296.35
10/10/2023,SIG TRADING LIMITED,"Material - Purch,Rep",Housing Revenue Account,292.98
10/10/2023,Relentless UK Limited,SS Child-Assessments,Dir of Children's Services,292.25
10/10/2023,NORTH LONDON COMMUNITY CARE AGENCY,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",288
10/10/2023,RYANCARE FOSTERING LTD,Priv - Contractor,Dir of Children's Services,279.15
10/10/2023,DCAS DIRECT PERSONNEL LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",270.29
10/10/2023,THE CAMPHILL VILLAGE TRUST,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",266.39
10/10/2023,ORAMIS,Environmental Services,Assistant Dir Corporate Governance,250
10/10/2023,J.A. STEEL AND SON LTD,Facilities & Management Services,Housing Revenue Account,238
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,226
10/10/2023,YESSS (A) ELECTRICAL LTD,Stock - Raw Material,Housing Revenue Account,224.98
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,218.85
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,205.35
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,205.35
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,205.35
10/10/2023,OMEGA CITYLIFTS SERVICES LIMITED,Priv - Sub Contract,Housing Revenue Account,200
10/10/2023,ZENITH MOTORCYCLES LIMITED,Street & Traffic Management,Dir of Environment & Resident Experience,185.11
10/10/2023,SUNRISE EY AND CHILDC LTD,Prv Sctr Care Pkage,Dir of Children's Services,157.5
10/10/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",156.96
10/10/2023,JEWSON LTD,"Material - Purch,Rep",Housing Revenue Account,148.04
10/10/2023,UK EVIDENCE LTD,Legal Services,Assistant Dir Corporate Governance,144.1
10/10/2023,TRAVIS PERKINS TRADING CO LTD,Equip - Purchase,Housing Revenue Account,124
10/10/2023,TRAVIS PERKINS TRADING CO LTD,Equip - Purchase,Housing Revenue Account,124
10/10/2023,TRAVIS PERKINS TRADING CO LTD,Equip - Purchase,Housing Revenue Account,124
10/10/2023,TRAVIS PERKINS TRADING CO LTD,Equip - Purchase,Housing Revenue Account,124
10/10/2023,TRAVIS PERKINS TRADING CO LTD,Equip - Purchase,Housing Revenue Account,124
10/10/2023,ORAMIS,Environmental Services,Assistant Dir Corporate Governance,120.75
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,119.36
10/10/2023,SIG TRADING LIMITED,"Material - Purch,Rep",Housing Revenue Account,118.9
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,117
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,117
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,117
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,117
10/10/2023,ZENITH MOTORCYCLES LIMITED,Street & Traffic Management,Dir of Environment & Resident Experience,109
10/10/2023,REVISECATCH LIMITED T/A ECOURIER,Mail Services,Assistant Dir Corporate Governance,107.89
10/10/2023,ZENITH MOTORCYCLES LIMITED,Street & Traffic Management,Dir of Environment & Resident Experience,107.5
10/10/2023,DIRECTA UK LTD,"Material - Purch,Rep",Housing Revenue Account,107
10/10/2023,J.A. STEEL AND SON LTD,Facilities & Management Services,Housing Revenue Account,102
10/10/2023,ZENITH MOTORCYCLES LIMITED,Street & Traffic Management,Dir of Environment & Resident Experience,90.51
10/10/2023,PERSONNEL HYGIENE SERVICES LTD,Cleaning & Janitorial,"Dir of Adults, Health & Communities",84.5
10/10/2023,Personal Data Redacted,Sal-Officer Casual,Dir of Children's Services,84
10/10/2023,PERSONNEL HYGIENE SERVICES LTD,Cleaning & Janitorial,"Dir of Adults, Health & Communities",79.8
10/10/2023,PERSONNEL HYGIENE SERVICES LTD,Cleaning & Janitorial,"Dir of Adults, Health & Communities",77.25
10/10/2023,ZENITH MOTORCYCLES LIMITED,Street & Traffic Management,Dir of Environment & Resident Experience,70.49
10/10/2023,PERSONNEL HYGIENE SERVICES LTD,Cleaning & Janitorial,"Dir of Adults, Health & Communities",66.5
10/10/2023,STOR-A-FILE LTD,Document Archiving,Dedicated Schools Grant Management,64.23
10/10/2023,DIRECTA UK LTD,"Material - Purch,Rep",Housing Revenue Account,64.2
10/10/2023,DIRECTA UK LTD,"Material - Purch,Rep",Housing Revenue Account,64.2
10/10/2023,PERSONNEL HYGIENE SERVICES LTD,Cleaning & Janitorial,"Dir of Adults, Health & Communities",62.5
10/10/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
10/10/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
10/10/2023,PERSONNEL HYGIENE SERVICES LTD,Cleaning & Janitorial,"Dir of Adults, Health & Communities",59.87
10/10/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",58.86
10/10/2023,TRINITY SUPPORT LIMITED,SS Children- DayCare,Dir of Children's Services,57.9
10/10/2023,ALLPAY LTD CHILDREN DP,Subsist - SS Clients,Dir of Children's Services,47.5
10/10/2023,ZENITH MOTORCYCLES LIMITED,Street & Traffic Management,Dir of Environment & Resident Experience,43.19
10/10/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",39.24
10/10/2023,PERSONNEL HYGIENE SERVICES LTD,Cleaning & Janitorial,Housing Revenue Account,34.5
10/10/2023,J.A. STEEL AND SON LTD,Facilities & Management Services,Housing Revenue Account,34
10/10/2023,J.A. STEEL AND SON LTD,Facilities & Management Services,Housing Revenue Account,34
10/10/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,31.24
10/10/2023,PERSONNEL HYGIENE SERVICES LTD,Cleaning & Janitorial,"Dir of Adults, Health & Communities",27.76
10/10/2023,PERSONNEL HYGIENE SERVICES LTD,Cleaning & Janitorial,"Dir of Adults, Health & Communities",25.24
10/10/2023,VEOLIA ES (UK) LTD,Environmental Services,Dir of Placemaking & Housing,25
10/10/2023,VEOLIA ES (UK) LTD,Environmental Services,Dir of Placemaking & Housing,25
10/10/2023,VEOLIA ES (UK) LTD,Environmental Services,Dir of Placemaking & Housing,25
10/10/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,24.55
10/10/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,22.85
10/10/2023,JEWSON LTD,"Material - Purch,Rep",Housing Revenue Account,20.89
10/10/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,15.54
10/10/2023,ZENITH MOTORCYCLES LIMITED,Street & Traffic Management,Dir of Environment & Resident Experience,12.5
10/10/2023,E-Tech Security Limited,Prem - Security,"Dir of Adults, Health & Communities",2.29
10/10/2023,ACTION STARTER LIMITED,IT Software Rental,"Dir of Adults, Health & Communities",2.24
10/10/2023,STERLING STANDARD CARE GROUP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",-378.84
10/10/2023,MAGICARE LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-1662.56
10/10/2023,MAGICARE LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-1662.56
10/10/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,-8548.66
10/10/2023,MAGICARE LTD,JtFundInc - Health,"Dir of Adults, Health & Communities",-9667.24
10/10/2023,MAGICARE LTD,JtFundInc - Health,"Dir of Adults, Health & Communities",-10514.69
11/10/2023,Selsdon Building Contractors Ltd,"Works - Construction, Repair & Maintenance",Dir of Finance,199145.85
11/10/2023,DIAMOND BUILD PLC,"Works - Construction, Repair & Maintenance",Dir of Finance,150748.33
11/10/2023,Gemini AMPM Ltd.,Building Construction Materials,Dir of Finance,106460.75
11/10/2023,DIAMOND BUILD PLC,"Works - Construction, Repair & Maintenance",Dir of Finance,36156.15
11/10/2023,Ser Contractor Ltd,"Works - Construction, Repair & Maintenance",Dir of Finance,32817.38
11/10/2023,PRIMERA ASSISTED LIVING LIMITED T/A,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",31595.46
11/10/2023,CENTRE 404,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",31273.25
11/10/2023,BROWNLOW ENTERPRISES LTD,Priv - Res Long,"Dir of Adults, Health & Communities",17878.29
