Posting date,Supplier number,Supplier name,Expense type,Department,Amount
17/07/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1640.87
17/07/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1108.12
17/07/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1790.04
17/07/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,681.92
17/07/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,809.78
08/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1363.85
08/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,511.44
08/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1587.61
08/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1108.12
08/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1342.54
08/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,745.86
08/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,703.23
08/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1715.46
08/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,767.16
08/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,532.76
08/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,852.4
08/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1470.4
08/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1726.12
21/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,543.42
21/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1193.36
21/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1576.94
21/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,681.92
21/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,852.4
21/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,596.69
21/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,916.33
21/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1481.06
21/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1662.2
21/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1704.8
21/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1022.88
21/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1747.42
21/09/2023,1247526,Integrity Care and Support Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1704.79
21/07/2023,1256893,Kapital Care WCC,,Bi-Borough Director of Integrated Care,1613.92
18/08/2023,1256893,Kapital Care WCC,,Bi-Borough Director of Integrated Care,1613.92
15/09/2023,1256893,Kapital Care WCC,,Bi-Borough Director of Integrated Care,1613.92
19/07/2023,1247598,Kisimul Group Ltd,,Bi-Borough Director of Integrated Care,13876.39
16/08/2023,1247598,Kisimul Group Ltd,,Bi-Borough Director of Integrated Care,15409.2
13/09/2023,1247598,Kisimul Group Ltd,,Bi-Borough Director of Integrated Care,23209.5
19/07/2023,1243535,Sequence Care Ltd,,Bi-Borough Director of Integrated Care,15032.8
19/07/2023,1243535,Sequence Care Ltd,,Bi-Borough Director of Integrated Care,17857.84
19/07/2023,1243535,Sequence Care Ltd,,Bi-Borough Director of Integrated Care,10470
19/07/2023,1243535,Sequence Care Ltd,,Bi-Borough Director of Integrated Care,10470
16/08/2023,1243535,Sequence Care Ltd,,Bi-Borough Director of Integrated Care,15032.8
16/08/2023,1243535,Sequence Care Ltd,,Bi-Borough Director of Integrated Care,23840.37
16/08/2023,1243535,Sequence Care Ltd,,Bi-Borough Director of Integrated Care,13020.21
16/08/2023,1243535,Sequence Care Ltd,,Bi-Borough Director of Integrated Care,13020.21
13/09/2023,1243535,Sequence Care Ltd,,Bi-Borough Director of Integrated Care,19107.92
13/09/2023,1243535,Sequence Care Ltd,,Bi-Borough Director of Integrated Care,11002.88
13/09/2023,1243535,Sequence Care Ltd,,Bi-Borough Director of Integrated Care,11002.88
13/09/2023,1243535,Sequence Care Ltd,,Bi-Borough Director of Integrated Care,15032.8
16/08/2023,1310068,PERSONAL PAYMENTS,,Bi-Borough Director of Integrated Care,11244.85
21/09/2023,1310068,PERSONAL PAYMENTS,Rent,Bi-Borough Director of Integrated Care,3451.6
19/07/2023,1243506,Lifeways Community Care Ltd,,Bi-Borough Director of Integrated Care,7902.72
19/07/2023,1243506,Lifeways Community Care Ltd,,Bi-Borough Director of Integrated Care,13597.72
16/08/2023,1243506,Lifeways Community Care Ltd,,Bi-Borough Director of Integrated Care,7902.72
16/08/2023,1243506,Lifeways Community Care Ltd,,Bi-Borough Director of Integrated Care,13597.72
13/09/2023,1243506,Lifeways Community Care Ltd,,Bi-Borough Director of Integrated Care,13597.72
13/09/2023,1243506,Lifeways Community Care Ltd,,Bi-Borough Director of Integrated Care,7902.72
19/07/2023,1249729,Linden Lodge School,,Bi-Borough Director of Integrated Care,6616
16/08/2023,1249729,Linden Lodge School,,Bi-Borough Director of Integrated Care,6616
13/09/2023,1249729,Linden Lodge School,,Bi-Borough Director of Integrated Care,6616
19/07/2023,1244762,Livability,,Bi-Borough Director of Integrated Care,6180
16/08/2023,1244762,Livability,,Bi-Borough Director of Integrated Care,8190
13/09/2023,1244762,Livability,,Bi-Borough Director of Integrated Care,6600
06/07/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,1152.64
18/07/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,848.4
18/07/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,1774.49
18/07/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,1447.1
18/07/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,1023.45
19/07/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,954.48
19/07/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,785.6
19/07/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,1641.58
19/07/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,1334.22
01/08/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,1152.64
11/08/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,848.4
11/08/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,1760.71
11/08/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,1484.56
11/08/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,957.67
11/08/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,848.4
11/08/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,1780.85
11/08/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,1467.25
11/08/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,1017.2
16/08/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,576.32
13/09/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care,1171.44
19/07/2023,1247656,London Cyrenians Housing Ltd,,Bi-Borough Director of Integrated Care,9642.88
19/07/2023,1247656,London Cyrenians Housing Ltd,,Bi-Borough Director of Integrated Care,6320
16/08/2023,1247656,London Cyrenians Housing Ltd,,Bi-Borough Director of Integrated Care,6320
16/08/2023,1247656,London Cyrenians Housing Ltd,,Bi-Borough Director of Integrated Care,6320
16/08/2023,1247656,London Cyrenians Housing Ltd,,Bi-Borough Director of Integrated Care,5510.22
24/08/2023,1247656,London Cyrenians Housing Ltd,,Bi-Borough Director of Integrated Care,115819.64
13/09/2023,1247656,London Cyrenians Housing Ltd,,Bi-Borough Director of Integrated Care,6320
13/09/2023,1247656,London Cyrenians Housing Ltd,,Bi-Borough Director of Integrated Care,6320
28/07/2023,1247846,London Vip Cars,Payments to Transport Operators,Bi-Borough Director of Integrated Care,2156.38
19/07/2023,1243508,Lukka Care Homes (2010) Ltd T/A,,Bi-Borough Director of Integrated Care,5985.24
16/08/2023,1243508,Lukka Care Homes (2010) Ltd T/A,,Bi-Borough Director of Integrated Care,5985.24
13/09/2023,1243508,Lukka Care Homes (2010) Ltd T/A,,Bi-Borough Director of Integrated Care,6057.24
20/07/2023,1259132,MMR Home Care LTD,,Bi-Borough Director of Integrated Care,2792.6
20/07/2023,1259132,MMR Home Care LTD,,Bi-Borough Director of Integrated Care,2586.2
18/08/2023,1259132,MMR Home Care LTD,,Bi-Borough Director of Integrated Care,1396.3
18/08/2023,1259132,MMR Home Care LTD,,Bi-Borough Director of Integrated Care,1293.1
15/09/2023,1259132,MMR Home Care LTD,,Bi-Borough Director of Integrated Care,646.55
15/09/2023,1259132,MMR Home Care LTD,,Bi-Borough Director of Integrated Care,698.15
19/07/2023,1282320,Marcus and Marcus,,Bi-Borough Director of Integrated Care,8216.23
19/07/2023,1282320,Marcus and Marcus,,Bi-Borough Director of Integrated Care,9537.83
19/07/2023,1282320,Marcus and Marcus,,Bi-Borough Director of Integrated Care,1321.6
16/08/2023,1282320,Marcus and Marcus,,Bi-Borough Director of Integrated Care,8420.76
16/08/2023,1282320,Marcus and Marcus,,Bi-Borough Director of Integrated Care,7099.16
16/08/2023,1282320,Marcus and Marcus,,Bi-Borough Director of Integrated Care,1321.6
13/09/2023,1282320,Marcus and Marcus,,Bi-Borough Director of Integrated Care,1321.6
13/09/2023,1282320,Marcus and Marcus,,Bi-Borough Director of Integrated Care,7099.16
13/09/2023,1282320,Marcus and Marcus,,Bi-Borough Director of Integrated Care,8420.76
19/07/2023,1245144,Methodist Homes For The Aged,,Bi-Borough Director of Integrated Care,3191.52
16/08/2023,1245144,Methodist Homes For The Aged,,Bi-Borough Director of Integrated Care,3395.91
13/09/2023,1245144,Methodist Homes For The Aged,,Bi-Borough Director of Integrated Care,3233.6
19/07/2023,1247933,Minster Pathways Ltd,,Bi-Borough Director of Integrated Care,5041.4
16/08/2023,1247933,Minster Pathways Ltd,,Bi-Borough Director of Integrated Care,5041.4
05/07/2023,1305072,PERSONAL PAYMENTS,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,598
19/07/2023,1244905,Nas Services Ltd (Residential),,Bi-Borough Director of Integrated Care,7970.16
19/07/2023,1244905,Nas Services Ltd (Residential),,Bi-Borough Director of Integrated Care,4058.88
19/07/2023,1244905,Nas Services Ltd (Residential),,Bi-Borough Director of Integrated Care,7400.08
19/07/2023,1244905,Nas Services Ltd (Residential),,Bi-Borough Director of Integrated Care,3379.32
16/08/2023,1244905,Nas Services Ltd (Residential),,Bi-Borough Director of Integrated Care,7970.16
16/08/2023,1244905,Nas Services Ltd (Residential),,Bi-Borough Director of Integrated Care,4058.88
16/08/2023,1244905,Nas Services Ltd (Residential),,Bi-Borough Director of Integrated Care,7400.08
16/08/2023,1244905,Nas Services Ltd (Residential),,Bi-Borough Director of Integrated Care,3379.32
13/09/2023,1244905,Nas Services Ltd (Residential),,Bi-Borough Director of Integrated Care,7970.16
13/09/2023,1244905,Nas Services Ltd (Residential),,Bi-Borough Director of Integrated Care,3379.32
13/09/2023,1244905,Nas Services Ltd (Residential),,Bi-Borough Director of Integrated Care,7400.08
13/09/2023,1244905,Nas Services Ltd (Residential),,Bi-Borough Director of Integrated Care,4058.88
19/07/2023,1282551,Nisacraftcare Limited,,Bi-Borough Director of Integrated Care,10980.04
19/07/2023,1282551,Nisacraftcare Limited,,Bi-Borough Director of Integrated Care,8065.2
19/07/2023,1282551,Nisacraftcare Limited,,Bi-Borough Director of Integrated Care,7635.24
16/08/2023,1282551,Nisacraftcare Limited,,Bi-Borough Director of Integrated Care,8065.2
16/08/2023,1282551,Nisacraftcare Limited,,Bi-Borough Director of Integrated Care,10980.04
16/08/2023,1282551,Nisacraftcare Limited,,Bi-Borough Director of Integrated Care,7635.24
13/09/2023,1282551,Nisacraftcare Limited,,Bi-Borough Director of Integrated Care,10980.04
13/09/2023,1282551,Nisacraftcare Limited,,Bi-Borough Director of Integrated Care,7635.24
13/09/2023,1282551,Nisacraftcare Limited,,Bi-Borough Director of Integrated Care,8065.2
19/07/2023,1247147,Norwood Schools Ltd,,Bi-Borough Director of Integrated Care,15242.14
19/07/2023,1247147,Norwood Schools Ltd,,Bi-Borough Director of Integrated Care,9472.52
19/07/2023,1247147,Norwood Schools Ltd,,Bi-Borough Director of Integrated Care,6272.76
19/07/2023,1247147,Norwood Schools Ltd,,Bi-Borough Director of Integrated Care,26076.57
16/08/2023,1247147,Norwood Schools Ltd,,Bi-Borough Director of Integrated Care,8800
16/08/2023,1247147,Norwood Schools Ltd,,Bi-Borough Director of Integrated Care,9472.52
16/08/2023,1247147,Norwood Schools Ltd,,Bi-Borough Director of Integrated Care,12264
16/08/2023,1247147,Norwood Schools Ltd,,Bi-Borough Director of Integrated Care,5099.76
13/09/2023,1247147,Norwood Schools Ltd,,Bi-Borough Director of Integrated Care,31038.66
13/09/2023,1247147,Norwood Schools Ltd,,Bi-Borough Director of Integrated Care,12264
13/09/2023,1247147,Norwood Schools Ltd,,Bi-Borough Director of Integrated Care,5099.76
13/09/2023,1247147,Norwood Schools Ltd,,Bi-Borough Director of Integrated Care,8800
16/08/2023,1273024,Oakland Support Ltd,,Bi-Borough Director of Integrated Care,3886.94
13/09/2023,1273024,Oakland Support Ltd,,Bi-Borough Director of Integrated Care,998.48
13/09/2023,1273024,Oakland Support Ltd,,Bi-Borough Director of Integrated Care,4885.42
19/07/2023,1243520,Oakview Care (Berkshire) Ltd,,Bi-Borough Director of Integrated Care,7531.68
16/08/2023,1243520,Oakview Care (Berkshire) Ltd,,Bi-Borough Director of Integrated Care,7531.68
13/09/2023,1243520,Oakview Care (Berkshire) Ltd,,Bi-Borough Director of Integrated Care,7531.68
07/09/2023,1248252,Origin Housing Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,993.72
07/09/2023,1248252,Origin Housing Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care,1716
19/07/2023,1243524,Ormsby Lodge,,Bi-Borough Director of Integrated Care,936
19/07/2023,1243524,Ormsby Lodge,,Bi-Borough Director of Integrated Care,3481.16
16/08/2023,1243524,Ormsby Lodge,,Bi-Borough Director of Integrated Care,936
16/08/2023,1243524,Ormsby Lodge,,Bi-Borough Director of Integrated Care,3481.16
13/09/2023,1243524,Ormsby Lodge,,Bi-Borough Director of Integrated Care,936
13/09/2023,1243524,Ormsby Lodge,,Bi-Borough Director of Integrated Care,3481.16
19/07/2023,1245005,Outlook Care,,Bi-Borough Director of Integrated Care,1744.8
19/07/2023,1245005,Outlook Care,,Bi-Borough Director of Integrated Care,2146.88
19/07/2023,1245005,Outlook Care,,Bi-Borough Director of Integrated Care,2902.96
19/07/2023,1245005,Outlook Care,,Bi-Borough Director of Integrated Care,3370.88
19/07/2023,1245005,Outlook Care,,Bi-Borough Director of Integrated Care,3542.72
19/07/2023,1245005,Outlook Care,,Bi-Borough Director of Integrated Care,1337.68
16/08/2023,1245005,Outlook Care,,Bi-Borough Director of Integrated Care,2146.88
16/08/2023,1245005,Outlook Care,,Bi-Borough Director of Integrated Care,1744.8
16/08/2023,1245005,Outlook Care,,Bi-Borough Director of Integrated Care,2902.96
16/08/2023,1245005,Outlook Care,,Bi-Borough Director of Integrated Care,3370.88
16/08/2023,1245005,Outlook Care,,Bi-Borough Director of Integrated Care,3542.72
16/08/2023,1245005,Outlook Care,,Bi-Borough Director of Integrated Care,1337.68
13/09/2023,1245005,Outlook Care,,Bi-Borough Director of Integrated Care,1744.8
