Directorate,Department,Expenditure Type,Ref.Doc.1,Vendor Name,Expenditure Amount (exc VAT),Payment Date,"Comment from
Database:
Publish/ Exclude/ Publish-Redact Name"
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576824,Mayfair Homecare Ltd,290.92,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576827,Mayfair Homecare Ltd,145.46,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576829,Mayfair Homecare Ltd,181.82,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576865,Exceptional Care at Home Ltd,240.10,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576873,Exceptional Care at Home Ltd,445.90,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576874,Exceptional Care at Home Ltd,205.80,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576876,Exceptional Care at Home Ltd,308.70,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576879,Exceptional Care at Home Ltd,240.10,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576881,Exceptional Care at Home Ltd,377.30,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576882,Exceptional Care at Home Ltd,102.90,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576883,Exceptional Care at Home Ltd,274.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576884,Exceptional Care at Home Ltd,372.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576885,Exceptional Care at Home Ltd,377.30,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576887,Exceptional Care at Home Ltd,754.60,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576890,Exceptional Care at Home Ltd,240.10,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576894,Exceptional Care at Home Ltd,308.70,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576895,Exceptional Care at Home Ltd,176.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576896,Exceptional Care at Home Ltd,49.00,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576897,Exceptional Care at Home Ltd,392.00,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576898,Exceptional Care at Home Ltd,14.70,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576899,Exceptional Care at Home Ltd,49.00,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576901,Exceptional Care at Home Ltd,205.80,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576902,Exceptional Care at Home Ltd,39.20,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576903,Exceptional Care at Home Ltd,377.30,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576904,Exceptional Care at Home Ltd,274.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576905,Exceptional Care at Home Ltd,240.10,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576907,Exceptional Care at Home Ltd,686.00,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576908,Exceptional Care at Home Ltd,445.90,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576909,Exceptional Care at Home Ltd,240.10,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576910,Exceptional Care at Home Ltd,343.00,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576911,Exceptional Care at Home Ltd,205.80,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576912,Exceptional Care at Home Ltd,171.50,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576913,Exceptional Care at Home Ltd,274.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576914,Exceptional Care at Home Ltd,308.70,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576915,Exceptional Care at Home Ltd,240.10,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576957,Exceptional Care at Home Ltd,445.90,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576958,Exceptional Care at Home Ltd,205.80,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576960,Exceptional Care at Home Ltd,308.70,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576963,Exceptional Care at Home Ltd,240.10,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576965,Exceptional Care at Home Ltd,377.30,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576966,Exceptional Care at Home Ltd,274.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576967,Exceptional Care at Home Ltd,387.10,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576968,Exceptional Care at Home Ltd,754.60,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576971,Exceptional Care at Home Ltd,249.90,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576973,Exceptional Care at Home Ltd,220.50,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576974,Exceptional Care at Home Ltd,274.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576975,Exceptional Care at Home Ltd,78.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576977,Exceptional Care at Home Ltd,238.14,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576978,Exceptional Care at Home Ltd,377.30,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576980,Exceptional Care at Home Ltd,323.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576981,Exceptional Care at Home Ltd,19.60,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576983,Exceptional Care at Home Ltd,186.20,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576985,Exceptional Care at Home Ltd,142.10,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576987,Exceptional Care at Home Ltd,676.20,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576988,Exceptional Care at Home Ltd,445.90,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576989,Exceptional Care at Home Ltd,240.10,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576990,Exceptional Care at Home Ltd,445.90,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576991,Exceptional Care at Home Ltd,343.00,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576992,Exceptional Care at Home Ltd,205.80,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576993,Exceptional Care at Home Ltd,98.00,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576994,Exceptional Care at Home Ltd,274.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576995,Exceptional Care at Home Ltd,308.70,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576996,Exceptional Care at Home Ltd,240.10,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577033,Exceptional Care at Home Ltd,445.90,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577035,Exceptional Care at Home Ltd,308.70,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577038,Exceptional Care at Home Ltd,274.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577039,Exceptional Care at Home Ltd,377.30,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577040,Exceptional Care at Home Ltd,754.60,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577043,Exceptional Care at Home Ltd,249.90,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577045,Exceptional Care at Home Ltd,240.10,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577046,Exceptional Care at Home Ltd,274.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577049,Exceptional Care at Home Ltd,238.14,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577052,Exceptional Care at Home Ltd,377.30,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577055,Exceptional Care at Home Ltd,754.60,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577057,Exceptional Care at Home Ltd,294.00,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577058,Exceptional Care at Home Ltd,137.20,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577062,Exceptional Care at Home Ltd,"1,548.40",17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577064,Exceptional Care at Home Ltd,676.20,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577065,Exceptional Care at Home Ltd,445.90,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577066,Exceptional Care at Home Ltd,240.10,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577067,Exceptional Care at Home Ltd,445.90,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577068,Exceptional Care at Home Ltd,372.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577069,Exceptional Care at Home Ltd,205.80,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577070,Exceptional Care at Home Ltd,274.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577071,Exceptional Care at Home Ltd,308.70,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577074,Exceptional Care at Home Ltd,151.90,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577075,Exceptional Care at Home Ltd,382.20,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577113,Exceptional Care at Home Ltd,274.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577114,Exceptional Care at Home Ltd,377.30,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577115,Exceptional Care at Home Ltd,754.60,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577118,Exceptional Care at Home Ltd,249.90,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577120,Exceptional Care at Home Ltd,279.30,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577121,Exceptional Care at Home Ltd,274.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577124,Exceptional Care at Home Ltd,238.14,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577129,Exceptional Care at Home Ltd,676.20,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577131,Exceptional Care at Home Ltd,308.70,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577132,Exceptional Care at Home Ltd,137.20,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577136,Exceptional Care at Home Ltd,235.20,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577137,Exceptional Care at Home Ltd,205.80,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577138,Exceptional Care at Home Ltd,210.70,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577141,Exceptional Care at Home Ltd,176.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577142,Exceptional Care at Home Ltd,274.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577143,Exceptional Care at Home Ltd,137.20,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577144,Exceptional Care at Home Ltd,676.20,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577145,Exceptional Care at Home Ltd,254.80,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577147,Exceptional Care at Home Ltd,240.10,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577148,Exceptional Care at Home Ltd,445.90,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577149,Exceptional Care at Home Ltd,617.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577150,Exceptional Care at Home Ltd,205.80,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577151,Exceptional Care at Home Ltd,14.70,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577152,Exceptional Care at Home Ltd,88.20,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577153,Exceptional Care at Home Ltd,274.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577154,Exceptional Care at Home Ltd,308.70,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577155,Exceptional Care at Home Ltd,225.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577157,Exceptional Care at Home Ltd,151.90,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577158,Exceptional Care at Home Ltd,372.40,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577274,MI HOMECARE LIMITED,94.60,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577279,MI HOMECARE LIMITED,312.18,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577280,MI HOMECARE LIMITED,37.84,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577395,MI HOMECARE LIMITED,94.60,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577399,MI HOMECARE LIMITED,212.85,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577404,Eleanor Nursing & Social Care Ltd,"1,522.42",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577408,Eleanor Nursing & Social Care Ltd,980.70,18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577410,Eleanor Nursing & Social Care Ltd,868.62,18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577411,Eleanor Nursing & Social Care Ltd,814.94,18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577413,Eleanor Nursing & Social Care Ltd,507.23,18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577414,Springvilla Care Ltd,280.00,18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577426,DYNAMIC PEOPLE LTD,"2,682.72",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577427,DYNAMIC PEOPLE LTD,"2,508.00",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577431,DYNAMIC PEOPLE LTD,867.34,18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577432,DYNAMIC PEOPLE LTD,774.25,18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577435,St Georges Home Care ltd,894.60,18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577436,St Georges Home Care ltd,"1,540.87",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577635,Mayfair Homecare Ltd,103.90,20/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577638,Mayfair Homecare Ltd,88.32,20/04/2023,PUBLISH
