Directorate,Department,Expenditure Type,Ref.Doc.1,Vendor Name,Expenditure Amount (exc VAT),Payment Date,"Comment from
Database:
Publish/ Exclude/ Publish-Redact Name"
VARIOUS,VARIOUS,,0070184705,REDACTED - PERSONAL DATA,120.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184706,REDACTED - PERSONAL DATA,"1,153.16",18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184707,REDACTED - PERSONAL DATA,148.91,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184708,REDACTED - PERSONAL DATA,"1,042.00",18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184709,REDACTED - PERSONAL DATA,741.40,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184711,REDACTED - PERSONAL DATA,246.64,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184712,REDACTED - PERSONAL DATA,353.22,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184713,REDACTED - PERSONAL DATA,187.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184714,REDACTED - PERSONAL DATA,157.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184716,REDACTED - PERSONAL DATA,114.99,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184717,REDACTED - PERSONAL DATA,643.42,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184718,REDACTED - PERSONAL DATA,407.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184720,REDACTED - PERSONAL DATA,"1,374.00",18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184721,REDACTED - PERSONAL DATA,433.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184722,REDACTED - PERSONAL DATA,384.04,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184723,REDACTED - PERSONAL DATA,285.32,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184724,REDACTED - PERSONAL DATA,144.23,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184725,REDACTED - PERSONAL DATA,370.78,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184726,REDACTED - PERSONAL DATA,666.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184727,REDACTED - PERSONAL DATA,212.40,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184728,REDACTED - PERSONAL DATA,246.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184729,REDACTED - PERSONAL DATA,141.60,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184730,REDACTED - PERSONAL DATA,120.77,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184731,REDACTED - PERSONAL DATA,397.51,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184732,REDACTED - PERSONAL DATA,489.58,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184733,REDACTED - PERSONAL DATA,169.34,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184734,REDACTED - PERSONAL DATA,132.47,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184735,REDACTED - PERSONAL DATA,179.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184736,REDACTED - PERSONAL DATA,187.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184737,REDACTED - PERSONAL DATA,187.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184738,REDACTED - PERSONAL DATA,442.99,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184739,REDACTED - PERSONAL DATA,179.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184740,REDACTED - PERSONAL DATA,128.17,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184741,REDACTED - PERSONAL DATA,"1,300.00",18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184742,REDACTED - PERSONAL DATA,162.95,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184743,REDACTED - PERSONAL DATA,366.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184744,REDACTED - PERSONAL DATA,181.89,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184745,REDACTED - PERSONAL DATA,136.21,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184747,REDACTED - PERSONAL DATA,151.75,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184748,REDACTED - PERSONAL DATA,187.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184750,REDACTED - PERSONAL DATA,125.63,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184751,REDACTED - PERSONAL DATA,156.90,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184753,REDACTED - PERSONAL DATA,696.54,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184754,REDACTED - PERSONAL DATA,126.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184755,REDACTED - PERSONAL DATA,173.71,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184756,REDACTED - PERSONAL DATA,208.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184757,REDACTED - PERSONAL DATA,406.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184758,REDACTED - PERSONAL DATA,179.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184759,REDACTED - PERSONAL DATA,144.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184760,REDACTED - PERSONAL DATA,748.30,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184761,REDACTED - PERSONAL DATA,174.30,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184762,REDACTED - PERSONAL DATA,353.16,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184764,REDACTED - PERSONAL DATA,158.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184765,REDACTED - PERSONAL DATA,187.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184766,REDACTED - PERSONAL DATA,352.34,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184767,REDACTED - PERSONAL DATA,208.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184768,REDACTED - PERSONAL DATA,345.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184769,REDACTED - PERSONAL DATA,374.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184770,REDACTED - PERSONAL DATA,179.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184771,REDACTED - PERSONAL DATA,157.72,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184772,REDACTED - PERSONAL DATA,150.46,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184773,REDACTED - PERSONAL DATA,"1,267.30",18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184774,REDACTED - PERSONAL DATA,395.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184775,REDACTED - PERSONAL DATA,389.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184777,REDACTED - PERSONAL DATA,261.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184778,REDACTED - PERSONAL DATA,246.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184779,REDACTED - PERSONAL DATA,158.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184780,REDACTED - PERSONAL DATA,216.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184781,REDACTED - PERSONAL DATA,158.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184782,REDACTED - PERSONAL DATA,158.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184783,REDACTED - PERSONAL DATA,955.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184784,REDACTED - PERSONAL DATA,718.46,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184785,REDACTED - PERSONAL DATA,649.20,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184786,REDACTED - PERSONAL DATA,208.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184787,REDACTED - PERSONAL DATA,342.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184790,REDACTED - PERSONAL DATA,155.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184791,REDACTED - PERSONAL DATA,163.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184792,REDACTED - PERSONAL DATA,155.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184793,REDACTED - PERSONAL DATA,500.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184794,REDACTED - PERSONAL DATA,216.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184795,REDACTED - PERSONAL DATA,210.86,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184797,REDACTED - PERSONAL DATA,208.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184798,REDACTED - PERSONAL DATA,67.20,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184799,REDACTED - PERSONAL DATA,90.50,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184800,REDACTED - PERSONAL DATA,336.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184801,REDACTED - PERSONAL DATA,155.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184802,REDACTED - PERSONAL DATA,339.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184803,REDACTED - PERSONAL DATA,67.20,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184804,REDACTED - PERSONAL DATA,158.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184806,REDACTED - PERSONAL DATA,67.20,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184807,REDACTED - PERSONAL DATA,89.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184809,REDACTED - PERSONAL DATA,179.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184810,REDACTED - PERSONAL DATA,424.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184811,REDACTED - PERSONAL DATA,158.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184812,REDACTED - PERSONAL DATA,342.10,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184813,REDACTED - PERSONAL DATA,332.20,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184816,REDACTED - PERSONAL DATA,67.20,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184817,REDACTED - PERSONAL DATA,158.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184818,REDACTED - PERSONAL DATA,369.60,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184819,REDACTED - PERSONAL DATA,369.60,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184820,REDACTED - PERSONAL DATA,585.09,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184822,REDACTED - PERSONAL DATA,155.00,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184824,REDACTED - PERSONAL DATA,67.20,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184825,REDACTED - PERSONAL DATA,243.95,18/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184840,REDACTED - PERSONAL DATA,"1,142.00",19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184841,REDACTED - PERSONAL DATA,504.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184844,REDACTED - PERSONAL DATA,568.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184845,REDACTED - PERSONAL DATA,504.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184846,REDACTED - PERSONAL DATA,574.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184847,REDACTED - PERSONAL DATA,"1,664.28",19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184848,REDACTED - PERSONAL DATA,"2,284.00",19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184849,REDACTED - PERSONAL DATA,"1,032.00",19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184850,REDACTED - PERSONAL DATA,"1,142.00",19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184851,REDACTED - PERSONAL DATA,574.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184852,REDACTED - PERSONAL DATA,"1,536.00",19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184853,REDACTED - PERSONAL DATA,441.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184854,REDACTED - PERSONAL DATA,285.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184856,REDACTED - PERSONAL DATA,"1,142.00",19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184857,REDACTED - PERSONAL DATA,507.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184858,REDACTED - PERSONAL DATA,403.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184859,REDACTED - PERSONAL DATA,992.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184860,REDACTED - PERSONAL DATA,504.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184861,REDACTED - PERSONAL DATA,426.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184864,REDACTED - PERSONAL DATA,426.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184865,REDACTED - PERSONAL DATA,460.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184867,REDACTED - PERSONAL DATA,429.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184868,REDACTED - PERSONAL DATA,310.29,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184870,REDACTED - PERSONAL DATA,"1,287.00",19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184871,REDACTED - PERSONAL DATA,785.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184872,REDACTED - PERSONAL DATA,396.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184873,REDACTED - PERSONAL DATA,625.70,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184874,REDACTED - PERSONAL DATA,460.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184875,REDACTED - PERSONAL DATA,460.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184876,REDACTED - PERSONAL DATA,399.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184877,REDACTED - PERSONAL DATA,574.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184879,REDACTED - PERSONAL DATA,495.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184880,REDACTED - PERSONAL DATA,460.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184882,REDACTED - PERSONAL DATA,718.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184883,REDACTED - PERSONAL DATA,919.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184887,REDACTED - PERSONAL DATA,218.65,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184889,REDACTED - PERSONAL DATA,466.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184890,REDACTED - PERSONAL DATA,466.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184891,REDACTED - PERSONAL DATA,"1,140.00",19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184893,REDACTED - PERSONAL DATA,980.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184894,REDACTED - PERSONAL DATA,436.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184895,REDACTED - PERSONAL DATA,466.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184897,REDACTED - PERSONAL DATA,399.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184900,REDACTED - PERSONAL DATA,218.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184902,REDACTED - PERSONAL DATA,858.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184906,REDACTED - PERSONAL DATA,"1,097.14",19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184909,REDACTED - PERSONAL DATA,574.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184911,REDACTED - PERSONAL DATA,307.20,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184913,REDACTED - PERSONAL DATA,441.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184917,REDACTED - PERSONAL DATA,64.20,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184924,REDACTED - PERSONAL DATA,230.20,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184925,REDACTED - PERSONAL DATA,460.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184926,REDACTED - PERSONAL DATA,87.20,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184930,REDACTED - PERSONAL DATA,217.20,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184931,REDACTED - PERSONAL DATA,87.20,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184933,REDACTED - PERSONAL DATA,429.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184934,REDACTED - PERSONAL DATA,87.20,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184936,REDACTED - PERSONAL DATA,69.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184937,REDACTED - PERSONAL DATA,500.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184938,REDACTED - PERSONAL DATA,87.20,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184941,REDACTED - PERSONAL DATA,420.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184942,REDACTED - PERSONAL DATA,399.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184944,REDACTED - PERSONAL DATA,806.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184947,REDACTED - PERSONAL DATA,466.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184949,REDACTED - PERSONAL DATA,151.25,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184950,REDACTED - PERSONAL DATA,787.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184951,REDACTED - PERSONAL DATA,198.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184952,REDACTED - PERSONAL DATA,117.90,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184958,REDACTED - PERSONAL DATA,87.20,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184960,REDACTED - PERSONAL DATA,128.25,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184961,REDACTED - PERSONAL DATA,403.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184964,REDACTED - PERSONAL DATA,426.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184965,REDACTED - PERSONAL DATA,87.20,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184970,REDACTED - PERSONAL DATA,510.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184971,REDACTED - PERSONAL DATA,67.20,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184976,REDACTED - PERSONAL DATA,426.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184978,REDACTED - PERSONAL DATA,60.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184982,REDACTED - PERSONAL DATA,449.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184986,REDACTED - PERSONAL DATA,735.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184987,REDACTED - PERSONAL DATA,222.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184990,REDACTED - PERSONAL DATA,482.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184991,REDACTED - PERSONAL DATA,396.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184992,REDACTED - PERSONAL DATA,396.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184993,REDACTED - PERSONAL DATA,652.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184996,REDACTED - PERSONAL DATA,198.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184997,REDACTED - PERSONAL DATA,642.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070184999,REDACTED - PERSONAL DATA,174.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185001,REDACTED - PERSONAL DATA,"1,524.00",19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185003,REDACTED - PERSONAL DATA,42.88,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185004,REDACTED - PERSONAL DATA,165.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185005,REDACTED - PERSONAL DATA,756.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185006,REDACTED - PERSONAL DATA,216.02,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185007,REDACTED - PERSONAL DATA,426.00,19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185008,REDACTED - PERSONAL DATA,"2,883.41",19/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185010,REDACTED - PERSONAL DATA,769.28,20/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185014,REDACTED - PERSONAL DATA,"2,472.84",20/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185047,REDACTED - PERSONAL DATA,880.32,20/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185055,REDACTED - PERSONAL DATA,872.40,20/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185062,REDACTED - PERSONAL DATA,"1,344.00",20/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185063,REDACTED - PERSONAL DATA,576.96,20/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185074,REDACTED - PERSONAL DATA,"1,320.01",20/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185079,REDACTED - PERSONAL DATA,"3,958.11",20/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185089,REDACTED - PERSONAL DATA,"1,057.60",20/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185092,REDACTED - PERSONAL DATA,"1,476.24",20/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185117,REDACTED - PERSONAL DATA,"1,417.70",21/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185118,REDACTED - PERSONAL DATA,"2,304.90",21/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185120,REDACTED - PERSONAL DATA,268.80,21/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185121,REDACTED - PERSONAL DATA,190.29,21/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185124,REDACTED - PERSONAL DATA,"2,799.00",21/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185218,REDACTED - PERSONAL DATA,440.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185219,REDACTED - PERSONAL DATA,157.14,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185220,REDACTED - PERSONAL DATA,354.92,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185221,REDACTED - PERSONAL DATA,246.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185222,REDACTED - PERSONAL DATA,156.09,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185223,REDACTED - PERSONAL DATA,183.92,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185224,REDACTED - PERSONAL DATA,182.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185225,REDACTED - PERSONAL DATA,171.48,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185226,REDACTED - PERSONAL DATA,356.42,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185227,REDACTED - PERSONAL DATA,169.36,25/04/2023,PUBLISH - REDACT NAME
